station_id,station_name,latitude,longitude,GEOID
2116636221383887448,Danforth Light Rail,40.69277,-74.0878,
2116634708854430228,West Side Ave & Stegman Pkwy,40.71087,-74.09368,
66ddd93e-0aca-11e7-82f6-3863bb44ef7c,Jersey & 6th St,40.72528910781132,-74.04557168483734,
9d344652-976b-4c2d-bede-2ef19b0fbf13,6 St & Grand St,40.7443978330956,-74.03450086712837,
b6a13f2b-deb4-4f4d-9d67-7d23bee27c88,2 St & Park Ave,40.73915272763701,-74.0330819785595,
66dddc08-0aca-11e7-82f6-3863bb44ef7c,Columbus Drive,40.71835519823214,-74.03891444206238,
66dddd28-0aca-11e7-82f6-3863bb44ef7c,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,
581211b2-4e42-48f2-8a8f-5f968cb1c5df,Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,
2108373961268485100,Arlington Ave & Wilkinson Ave,40.704503,-74.07721,
46813ecf-8df4-4c8f-9579-0179e0b36ba6,Marshall St & 2 St,40.740802,-74.042521,
66dd5f24-0aca-11e7-82f6-3863bb44ef7c,Liberty Light Rail,40.7112423,-74.0557013,
2116635527663355916,Wade St & MLK Dr,40.7017,-74.08952,
66dd5a42-0aca-11e7-82f6-3863bb44ef7c,Warren St,40.7211236,-74.03805095,
2108372356498784942,Garfield Light Rail,40.710526,-74.070112,
2108372903577159978,Union St & Bergen Ave,40.71575,-74.07887,
519824e4-69ba-4270-a395-17c204f328f8,8 St & Washington St,40.745983882915624,-74.02819901704788,
