start_station_id,matched_station_name,GEOID,latitude,longitude,capacity,total_rides_2025,avg_daily_rides,median_daily_rides,avg_member_rides,avg_casual_rides,avg_member_share,active_days,avg_rides_per_active_day,median_household_income,poverty_rate,no_vehicle_share,households_per_sqkm,nearest_subway_dist_m,subway_count_500m,nearest_subway_name,rides_per_dock,stations_in_tract,income_band,poverty_band,no_vehicle_band,total_households,households_no_vehicle,borough,avg_weekday_rides,avg_weekday_member_share,avg_weekend_rides,avg_weekend_member_share,weekday_weekend_ratio
4151.01,Smith St & 3 St,36047007700,40.6787242,-73.99599099,25.0,22650,62.055,63.0,52.364,9.69,0.853,365,62.1,212827.0,5.2,0.5777318166149603,7449.5,192.7,1.0,Carroll St,2.48,4,High,Low,Moderate,2901.0,1676.0,Brooklyn,63.816,0.873,57.635,0.803,1.11
4154.02,Pacific St & Utica Ave,36047030900,40.6767,-73.93051,20.0,4308,11.868,11.0,9.287,2.581,0.798,363,11.9,66889.0,37.2,0.8060021436227224,6143.7,296.8,1.0,Utica Av,0.59,2,Mid-Low,High,Very High,933.0,752.0,Brooklyn,12.023,0.809,11.471,0.77,1.05
4157.1,Bergen St & Vanderbilt Ave,36047020300,40.6794388,-73.9680438,27.0,964,8.764,7.0,7.664,1.1,0.897,110,8.8,160795.0,13.1,0.6220145379023884,6837.2,451.1,2.0,7 Av,0.32,3,High,Moderate,Moderate,963.0,599.0,Brooklyn,8.203,0.91,10.194,0.862,0.8
4157.10,Bergen St & Vanderbilt Ave,36047020300,40.6794388,-73.9680438,27.0,62806,172.071,178.0,148.153,23.918,0.875,365,172.1,160795.0,13.1,0.6220145379023884,6837.2,451.1,2.0,7 Av,6.37,3,High,Moderate,Moderate,963.0,599.0,Brooklyn,167.257,0.891,184.154,0.834,0.91
4157.15,Prospect Pl & Vanderbilt Ave,36047016300,40.67767534,-73.96902144,27.0,33801,92.605,92.0,77.142,15.463,0.851,365,92.6,196630.0,8.0,0.6393360160965795,10798.9,290.6,2.0,7 Av,3.43,3,High,Low,Moderate,1988.0,1271.0,Brooklyn,84.41,0.864,113.173,0.818,0.75
4161.01,Van Sinderen Ave & Truxton St,36047036700,40.6786,-73.90369,23.0,6403,17.639,17.0,12.014,5.625,0.704,363,17.6,70426.0,28.4,0.500709219858156,3853.1,47.4,6.0,Broadway Junction,0.77,4,Mid-Low,High,Low,705.0,353.0,Brooklyn,16.962,0.716,19.373,0.671,0.88
4166.08,Prospect Pl & 6 Ave,36047016100,40.6793307,-73.97519523,25.0,28299,77.32,80.0,65.702,11.617,0.859,366,77.3,172234.0,2.0,0.6670854271356784,8728.2,166.8,2.0,Bergen St,3.09,2,High,Low,Moderate,1592.0,1062.0,Brooklyn,77.515,0.876,76.827,0.815,1.01
4169.04,Pioneer St & Van Brunt St,36047005900,40.679043,-74.011169,39.0,16678,45.819,41.0,34.717,11.102,0.795,364,45.8,110288.0,24.1,0.4202211690363349,1782.3,1366.6,0.0,Carroll St,1.17,4,Mid-High,Elevated,Low,633.0,266.0,Brooklyn,41.188,0.818,57.394,0.736,0.72
4170.08,Somers St & Rockaway Ave,36047037100,40.67872,-73.91105,20.0,4509,12.353,12.0,9.121,3.233,0.771,365,12.4,87679.0,19.1,0.5040509259259259,9126.1,86.6,3.0,Rockaway Av,0.62,4,Mid-High,Elevated,Low,1728.0,871.0,Brooklyn,11.87,0.779,13.567,0.749,0.87
4172.04,Herkimer St & New York Ave,36047024700,40.67955,-73.94709,25.0,9587,26.194,25.0,21.12,5.074,0.814,366,26.2,57106.0,23.4,0.638205499276411,7688.8,298.1,1.0,Nostrand Av,1.05,3,Low,Elevated,Moderate,1382.0,882.0,Brooklyn,26.137,0.828,26.337,0.778,0.99
4175.14,Douglass St & 4 Ave,36047013100,40.6792788,-73.98154004,51.0,30470,83.479,87.0,71.762,11.718,0.87,365,83.5,107083.0,10.8,0.7392277560156687,11426.2,255.3,1.0,Union St,1.64,3,Mid-High,Moderate,High,1787.0,1321.0,Brooklyn,83.456,0.886,83.538,0.83,1.0
4175.15,Union St & 4 Ave,36047013300,40.6772744,-73.98282002,28.0,23374,64.038,62.0,53.663,10.375,0.854,365,64.0,201298.0,1.5,0.5074709463198672,12169.0,24.9,1.0,Union St,2.29,3,High,Low,Low,1807.0,917.0,Brooklyn,61.582,0.871,70.202,0.812,0.88
4179.03,Fulton St & Saratoga Ave,36047030100,40.67853,-73.91642,19.0,3417,9.518,9.0,6.939,2.579,0.744,359,9.5,98438.0,21.4,0.4276672694394213,5688.3,369.6,2.0,Ralph Av,0.5,1,Mid-High,Elevated,Low,1106.0,473.0,Brooklyn,9.818,0.77,8.752,0.677,1.12
4181.1,Brevoort Pl & Bedford Ave,36047024700,40.68012,-73.95362,24.0,306,3.6,3.0,2.988,0.612,0.874,85,3.6,57106.0,23.4,0.638205499276411,7688.8,193.5,3.0,Franklin Av,0.15,3,Low,Elevated,Moderate,1382.0,882.0,Brooklyn,3.387,0.903,4.174,0.794,0.81
4181.10,Brevoort Pl & Bedford Ave,36047024700,40.68012,-73.95362,24.0,16769,45.942,47.0,36.8,9.142,0.818,365,45.9,57106.0,23.4,0.638205499276411,7688.8,193.5,3.0,Franklin Av,1.91,3,Low,Elevated,Moderate,1382.0,882.0,Brooklyn,46.234,0.828,45.212,0.795,1.02
4184.08,President St & Hoyt St,36047007500,40.680057,-73.991753,23.0,14558,39.885,40.0,34.345,5.54,0.871,365,39.9,169375.0,16.7,0.5416468348405521,7429.8,279.2,1.0,Carroll St,1.73,4,High,Elevated,Low,2101.0,1138.0,Brooklyn,40.598,0.886,38.096,0.835,1.07
4187.04,Sumpter St & Fulton St,36047038100,40.67923,-73.92588,19.0,2665,7.382,7.0,5.161,2.222,0.72,361,7.4,70867.0,19.0,0.6436126932465419,10262.0,409.2,2.0,Utica Av,0.39,3,Mid-Low,Elevated,Moderate,2458.0,1582.0,Brooklyn,7.019,0.733,8.304,0.688,0.85
4190.06,Grand Ave & Bergen St,36047020500,40.678045,-73.962408,25.0,25585,70.096,68.0,59.751,10.345,0.866,365,70.1,164926.0,3.4,0.4987389659520807,9930.4,543.3,0.0,Park Pl,2.8,3,High,Low,Low,1586.0,791.0,Brooklyn,68.119,0.881,75.058,0.829,0.91
4193.14,1 Pl & Clinton St,36047006500,40.6809591,-73.99905709,34.0,22233,60.912,63.0,52.992,7.921,0.878,365,60.9,202355.0,4.0,0.4149022801302932,9824.5,345.8,1.0,Carroll St,1.79,2,High,Low,Low,2456.0,1019.0,Brooklyn,63.284,0.89,54.962,0.848,1.15
4196.01,Lewis Ave & Fulton St,36047027300,40.67972,-73.93467,20.0,4190,11.511,11.0,8.379,3.132,0.747,364,11.5,122093.0,8.4,0.5492957746478874,9485.3,334.7,1.0,Utica Av,0.58,3,Mid-High,Low,Low,1420.0,780.0,Brooklyn,11.613,0.747,11.252,0.746,1.03
4196.05,Chauncey St & Stuyvesant Ave,36047029700,40.68012,-73.93168,25.0,16560,45.37,47.0,37.181,8.189,0.828,365,45.4,70536.0,23.2,0.4803519061583577,8294.4,116.2,1.0,Utica Av,1.81,3,Mid-Low,Elevated,Low,1705.0,819.0,Brooklyn,47.245,0.847,40.663,0.781,1.16
4199.12,Carlton Ave & Dean St,36047016300,40.6809741,-73.9710097,29.0,55602,152.334,154.0,130.51,21.825,0.867,365,152.3,196630.0,8.0,0.6393360160965795,10798.9,345.1,2.0,Bergen St,5.25,3,High,Low,Moderate,1988.0,1271.0,Brooklyn,152.693,0.88,151.433,0.834,1.01
4202.04,Richards St & Delavan St,36047005900,40.6794327,-74.00785041,19.0,6745,18.788,19.0,15.267,3.521,0.828,359,18.8,110288.0,24.1,0.4202211690363349,1782.3,1083.9,0.0,Carroll St,0.99,4,Mid-High,Elevated,Low,633.0,266.0,Brooklyn,20.434,0.833,14.584,0.815,1.4
4203.04,Somers St & Broadway,36047036700,40.67945,-73.90474,29.0,1865,5.406,4.0,3.649,1.757,0.714,345,5.4,70426.0,28.4,0.500709219858156,3853.1,20.0,5.0,Broadway Junction,0.19,4,Mid-Low,High,Low,705.0,353.0,Brooklyn,4.852,0.734,6.743,0.665,0.72
4205.06,Kingston Ave & Herkimer St,36047027100,40.67890679,-73.94142771,24.0,13028,35.693,37.0,26.959,8.734,0.78,365,35.7,84412.0,14.6,0.6031055900621118,6562.0,122.6,1.0,Kingston-Throop Avs,1.49,1,Mid-Low,Moderate,Moderate,1610.0,971.0,Brooklyn,34.713,0.795,38.154,0.742,0.91
4208.01,Sterling Pl & 5 Ave,36047013100,40.678970070475735,-73.97855266928671,27.0,21694,59.436,59.0,49.962,9.474,0.852,365,59.4,107083.0,10.8,0.7392277560156687,11426.2,357.2,2.0,Bergen St,2.2,3,Mid-High,Moderate,High,1787.0,1321.0,Brooklyn,56.556,0.866,66.663,0.818,0.85
4212.01,MacDougal St & Rockaway Ave,36047037100,40.68018,-73.91136,20.0,2985,8.361,8.0,6.412,1.95,0.797,357,8.4,87679.0,19.1,0.5040509259259259,9126.1,210.5,2.0,Rockaway Av,0.42,4,Mid-High,Elevated,Low,1728.0,871.0,Brooklyn,7.933,0.82,9.431,0.74,0.84
4214.03,Macon St & Nostrand Ave,36047024500,40.6809833854,-73.9500479759,24.0,30377,88.305,94.0,74.39,13.916,0.849,344,88.3,103194.0,10.5,0.6312594840667678,11849.0,68.5,2.0,Nostrand Av,3.68,1,Mid-High,Moderate,Moderate,1977.0,1248.0,Brooklyn,90.037,0.862,83.959,0.819,1.07
4214.04,Verona Pl & Fulton St,36047024900,40.6803560840434,-73.9476791024208,19.0,10017,27.444,27.0,22.384,5.06,0.826,365,27.4,84746.0,14.0,0.7609359104781281,11667.9,231.8,1.0,Nostrand Av,1.44,2,Mid-Low,Moderate,High,1966.0,1496.0,Brooklyn,28.579,0.838,24.596,0.795,1.16
4217.02,Douglass St & 3 Ave,36047011901,40.6802133,-73.98432695,35.0,27289,74.764,75.0,65.205,9.559,0.877,365,74.8,165179.0,11.8,0.4878472222222222,1284.5,338.1,1.0,Union St,2.14,5,High,Moderate,Low,576.0,281.0,Brooklyn,77.448,0.894,68.029,0.836,1.14
4217.06,Degraw St & 3 Ave,36047011901,40.67977,-73.9847,35.0,21286,58.478,58.5,51.275,7.203,0.886,364,58.5,165179.0,11.8,0.4878472222222222,1284.5,304.0,1.0,Union St,1.67,5,High,Moderate,Low,576.0,281.0,Brooklyn,61.212,0.906,51.644,0.838,1.19
4220.02,Ralph Ave & Fulton St,36047037900,40.67922,-73.92192,25.0,8224,22.532,22.0,16.312,6.219,0.74,365,22.5,67949.0,35.2,0.6376262626262627,8619.9,105.4,1.0,Ralph Av,0.9,2,Mid-Low,High,Moderate,1584.0,1010.0,Brooklyn,22.498,0.758,22.615,0.694,0.99
4222.02,Lefferts Pl & Franklin Ave,36047022700,40.680342423,-73.9557689392,25.0,22870,62.658,64.0,52.701,9.956,0.852,365,62.7,119148.0,13.9,0.7526534379326257,9003.2,28.6,3.0,Franklin Av,2.51,3,Mid-High,Moderate,High,2167.0,1631.0,Brooklyn,62.337,0.867,63.462,0.814,0.98
4225.14,Carroll St & Smith St,36047007500,40.680611,-73.99475825,41.0,40362,110.581,114.0,94.134,16.447,0.862,365,110.6,169375.0,16.7,0.5416468348405521,7429.8,42.1,1.0,Carroll St,2.7,4,High,Elevated,Low,2101.0,1138.0,Brooklyn,110.667,0.878,110.365,0.82,1.0
4228.02,Fulton St & Utica Ave,36047029700,40.6794268,-73.9298911,19.0,14881,40.77,42.0,31.959,8.811,0.793,365,40.8,70536.0,23.2,0.4803519061583577,8294.4,71.0,1.0,Utica Av,2.15,3,Mid-Low,Elevated,Low,1705.0,819.0,Brooklyn,41.372,0.814,39.26,0.74,1.05
4228.06,Chauncey St & Malcolm X Blvd,36047038100,40.68044,-73.92842,24.0,11225,30.838,32.0,23.44,7.398,0.779,364,30.8,70867.0,19.0,0.6436126932465419,10262.0,228.5,1.0,Utica Av,1.28,3,Mid-Low,Elevated,Moderate,2458.0,1582.0,Brooklyn,30.349,0.792,32.078,0.747,0.95
4231.04,Underhill Ave & Pacific St,36047020300,40.6804836,-73.9646795,27.0,31955,87.548,87.0,73.315,14.233,0.848,365,87.5,160795.0,13.1,0.6220145379023884,6837.2,324.1,1.0,Clinton-Washington Avs,3.24,3,High,Moderate,Moderate,963.0,599.0,Brooklyn,81.548,0.863,102.606,0.811,0.79
4237.01,Lewis Ave & Decatur St,36047027300,40.6814598,-73.934903,19.0,7670,21.071,20.0,16.203,4.868,0.792,364,21.1,122093.0,8.4,0.5492957746478874,9485.3,422.1,1.0,Utica Av,1.11,3,Mid-High,Low,Low,1420.0,780.0,Brooklyn,20.195,0.807,23.291,0.754,0.87
4237.02,Albany Ave & Fulton St,36047027300,40.6800105,-73.938475,27.0,11199,30.682,30.0,23.556,7.126,0.793,365,30.7,122093.0,8.4,0.5492957746478874,9485.3,201.2,1.0,Kingston-Throop Avs,1.14,3,Mid-High,Low,Low,1420.0,780.0,Brooklyn,29.291,0.814,34.173,0.742,0.86
4243.01,Commerce St & Van Brunt St,36047005900,40.6812117,-74.00860912,19.0,9910,27.151,27.0,21.345,5.805,0.804,365,27.2,110288.0,24.1,0.4202211690363349,1782.3,1148.0,0.0,Carroll St,1.43,4,Mid-High,Elevated,Low,633.0,266.0,Brooklyn,28.111,0.825,24.74,0.751,1.14
4244.06,Broadway & Furman Ave,36047040500,40.68139,-73.90756,29.0,3387,9.356,9.0,6.086,3.271,0.674,362,9.4,69437.0,11.9,0.4573529411764706,4892.2,252.1,5.0,Bushwick Av-Aberdeen St,0.32,2,Mid-Low,Moderate,Low,680.0,311.0,Brooklyn,8.954,0.687,10.369,0.64,0.86
4246.02,MacDonough St & Marcy Ave,36047026900,40.68078,-73.94613,22.0,16740,45.738,44.0,35.814,9.923,0.803,366,45.7,96006.0,18.3,0.6129032258064516,9720.3,364.3,2.0,Nostrand Av,2.08,2,Mid-High,Elevated,Moderate,1302.0,798.0,Brooklyn,46.359,0.817,44.173,0.766,1.05
4249.01,St Marks Pl & 4 Ave,36047012700,40.68197,-73.98034,27.0,20614,56.477,53.0,47.674,8.803,0.859,365,56.5,63750.0,12.0,0.6974272930648769,10943.1,228.5,4.0,Atlantic Av-Barclays Ctr,2.09,3,Mid-Low,Moderate,High,1788.0,1247.0,Brooklyn,54.142,0.876,62.337,0.817,0.87
4253.02,Thomas S. Boyland St & Marion St,36047037100,40.6814658848122,-73.91415685415268,19.0,6190,16.959,16.0,13.268,3.69,0.797,365,17.0,87679.0,19.1,0.5040509259259259,9126.1,350.1,2.0,Chauncey St,0.89,4,Mid-High,Elevated,Low,1728.0,871.0,Brooklyn,16.609,0.818,17.837,0.746,0.93
4255.05,Hancock St & Bedford Ave,36047022700,40.68216564,-73.95399026,27.0,24475,67.055,69.0,53.759,13.296,0.821,365,67.1,119148.0,13.9,0.7526534379326257,9003.2,233.3,3.0,Franklin Av,2.48,3,Mid-High,Moderate,High,2167.0,1631.0,Brooklyn,64.042,0.831,74.615,0.796,0.86
4258.07,Degraw St & Hoyt St,36047007500,40.681990442707026,-73.99079024791718,27.0,19556,53.578,54.0,46.921,6.658,0.888,365,53.6,169375.0,16.7,0.5416468348405521,7429.8,405.1,2.0,Carroll St,1.98,4,High,Elevated,Low,2101.0,1138.0,Brooklyn,54.456,0.901,51.375,0.854,1.06
4261.03,Patchen Ave & Bainbridge St,36047038100,40.68143,-73.92565,19.0,5165,14.268,14.0,10.519,3.749,0.756,362,14.3,70867.0,19.0,0.6436126932465419,10262.0,486.0,1.0,Utica Av,0.75,3,Mid-Low,Elevated,Moderate,2458.0,1582.0,Brooklyn,14.0,0.779,14.96,0.698,0.94
4263.12,Fulton St & Irving Pl,36047022700,40.68186,-73.959432,31.0,34162,93.595,96.0,75.627,17.967,0.826,365,93.6,119148.0,13.9,0.7526534379326257,9003.2,224.3,2.0,Franklin Av,3.02,3,Mid-High,Moderate,High,2167.0,1631.0,Brooklyn,89.713,0.841,103.337,0.789,0.87
4266.03,Clinton St & Union St,36047006700,40.6831164,-73.99785267,38.0,23841,65.318,69.0,57.121,8.197,0.882,365,65.3,214931.0,3.8,0.4517958412098298,10164.0,392.2,1.0,Carroll St,1.72,2,High,Low,Low,1587.0,717.0,Brooklyn,66.123,0.902,63.298,0.834,1.04
4278.03,Marcus Garvey Blvd & Macon St,36047027500,40.682601,-73.938037,19.0,18601,50.962,50.0,40.562,10.4,0.814,365,51.0,84756.0,23.8,0.6013400335008375,11050.3,381.3,1.0,Kingston-Throop Avs,2.68,1,Mid-Low,Elevated,Moderate,1791.0,1077.0,Brooklyn,48.433,0.825,57.308,0.787,0.85
4281.08,Bergen St & Flatbush Ave,36047012902,40.680944723477296,-73.97567331790923,33.0,45296,124.099,127.0,102.411,21.688,0.841,365,124.1,183510.0,6.3,0.7365930599369085,14049.3,50.2,4.0,Bergen St,3.76,1,High,Low,High,1902.0,1401.0,Brooklyn,117.525,0.854,140.596,0.807,0.84
4285.09,Rockaway Ave & Bainbridge St,36047036900,40.68319988172761,-73.91166642308235,25.0,8744,24.022,24.0,17.239,6.783,0.746,364,24.0,48583.0,25.7,0.7140529531568228,10827.6,107.6,1.0,Chauncey St,0.96,3,Low,Elevated,High,2455.0,1753.0,Brooklyn,22.973,0.759,26.644,0.715,0.86
4290.06,Wyckoff St & 3 Ave,36047012700,40.6827549,-73.98258555,22.0,17508,47.967,48.0,41.329,6.638,0.869,365,48.0,63750.0,12.0,0.6974272930648769,10943.1,334.1,2.0,Atlantic Av-Barclays Ctr,2.18,3,Mid-Low,Moderate,High,1788.0,1247.0,Brooklyn,47.943,0.881,48.029,0.839,1.0
4293.05,Chauncey St & Howard Ave,36047037900,40.68158,-73.91959,21.0,7586,20.784,20.0,15.732,5.052,0.774,365,20.8,67949.0,35.2,0.6376262626262627,8619.9,322.8,1.0,Ralph Av,0.99,2,Mid-Low,High,Moderate,1584.0,1010.0,Brooklyn,20.433,0.791,21.663,0.731,0.94
4298.05,Degraw St & Smith St,36047007500,40.6829151,-73.99318208,27.0,26739,73.057,74.0,61.82,11.238,0.862,366,73.1,169375.0,16.7,0.5416468348405521,7429.8,330.3,2.0,Carroll St,2.71,4,High,Elevated,Low,2101.0,1138.0,Brooklyn,69.454,0.876,82.135,0.828,0.85
4301.04,Macon St & Patchen Ave,36047038300,40.68374,-73.9261,19.0,10310,28.247,28.0,23.236,5.011,0.839,365,28.2,87786.0,21.9,0.3679332715477293,12364.0,623.8,0.0,Utica Av,1.49,2,Mid-High,Elevated,Low,2158.0,794.0,Brooklyn,27.556,0.859,29.981,0.789,0.92
4301.07,MacDonough St & Malcolm X Blvd,36047029700,40.68273,-73.92926,20.0,10526,28.838,26.0,21.54,7.299,0.779,365,28.8,70536.0,23.2,0.4803519061583577,8294.4,394.2,1.0,Utica Av,1.44,3,Mid-Low,Elevated,Low,1705.0,819.0,Brooklyn,26.716,0.792,34.163,0.746,0.78
4307.13,President St & Henry St,36047006700,40.6828003,-73.99990419,25.0,19758,54.132,57.0,46.526,7.605,0.869,365,54.1,214931.0,3.8,0.4517958412098298,10164.0,494.8,1.0,Carroll St,2.17,2,High,Low,Low,1587.0,717.0,Brooklyn,56.222,0.886,48.885,0.826,1.15
4310.06,Macon St & Lewis Ave,36047029500,40.68282,-73.93488,20.0,14798,40.542,40.0,32.452,8.09,0.824,365,40.5,94227.0,23.7,0.3223753976670201,11459.1,519.8,0.0,Utica Av,2.03,2,Mid-High,Elevated,Low,1886.0,608.0,Brooklyn,38.966,0.843,44.5,0.779,0.88
4317.05,Bushwick Ave & Furman Ave,36047040500,40.68281,-73.90623,30.0,5702,15.622,15.0,10.94,4.682,0.727,365,15.6,69437.0,11.9,0.4573529411764706,4892.2,82.7,3.0,Bushwick Av-Aberdeen St,0.52,2,Mid-Low,Moderate,Low,680.0,311.0,Brooklyn,15.119,0.736,16.885,0.704,0.9
4319.07,Halsey St & Tompkins Ave,36047026900,40.6823687,-73.944118,21.0,33834,92.696,93.0,72.94,19.756,0.808,365,92.7,96006.0,18.3,0.6129032258064516,9720.3,386.8,1.0,Kingston-Throop Avs,4.41,2,Mid-High,Elevated,Moderate,1302.0,798.0,Brooklyn,86.582,0.819,108.038,0.78,0.8
4322.06,Bergen St & 4 Ave,36047012700,40.68256425759694,-73.9798977971077,34.0,27827,83.816,86.5,70.831,12.985,0.854,332,83.8,63750.0,12.0,0.6974272930648769,10943.1,153.0,4.0,Atlantic Av-Barclays Ctr,2.47,3,Mid-Low,Moderate,High,1788.0,1247.0,Brooklyn,82.929,0.866,86.064,0.822,0.96
4325.03,Thomas S. Boyland St & Macon St,36047037300,40.68491,-73.91493,21.0,4274,11.71,11.0,8.307,3.403,0.731,365,11.7,71786.0,20.5,0.7236580516898609,11779.2,212.7,2.0,Halsey St,0.56,4,Mid-Low,Elevated,High,2012.0,1456.0,Brooklyn,11.441,0.742,12.385,0.703,0.92
4327.09,Putnam Ave & Nostrand Ave,36047024900,40.68402,-73.94977,19.0,19762,54.142,55.0,43.386,10.756,0.818,365,54.1,84746.0,14.0,0.7609359104781281,11667.9,402.1,1.0,Nostrand Av,2.85,2,Mid-Low,Moderate,High,1966.0,1496.0,Brooklyn,50.709,0.834,62.76,0.779,0.81
4330.09,Hoyt St & Warren St,36047007100,40.6843549,-73.98901629,35.0,7274,19.929,20.0,16.784,3.145,0.861,365,19.9,53786.0,20.5,0.7590435315757205,9735.6,252.7,1.0,Bergen St,0.57,3,Low,Elevated,High,1631.0,1238.0,Brooklyn,19.264,0.876,21.596,0.821,0.89
4334.02,Halsey St & Ralph Ave,36047037700,40.68494,-73.92299,20.0,6894,18.888,19.0,14.337,4.551,0.781,365,18.9,71786.0,19.8,0.4738493723849372,10052.5,525.0,0.0,Gates Av,0.94,2,Mid-Low,Elevated,Low,1912.0,906.0,Brooklyn,18.284,0.806,20.404,0.719,0.9
4336.01,Monroe St & Classon Ave,36047022900,40.6845683,-73.95881081,19.0,13178,36.104,35.0,29.052,7.052,0.823,365,36.1,139609.0,11.0,0.7391304347826086,9770.8,391.3,2.0,Franklin Av,1.9,2,High,Moderate,High,1679.0,1241.0,Brooklyn,34.801,0.838,39.375,0.787,0.88
4339.01,Butler St & Court St,36047006902,40.6849894,-73.99440329,35.0,22114,60.586,63.0,50.142,10.444,0.836,365,60.6,226136.0,3.6,0.7227602905569007,7893.4,325.1,1.0,Bergen St,1.73,3,High,Low,High,826.0,597.0,Brooklyn,61.069,0.849,59.375,0.804,1.03
4342.04,Hancock St & Malcolm X Blvd,36047038300,40.68487,-73.9293,19.0,11254,36.186,34.0,27.434,8.752,0.778,311,36.2,87786.0,21.9,0.3679332715477293,12364.0,624.0,0.0,Utica Av,1.9,2,Mid-High,Elevated,Low,2158.0,794.0,Brooklyn,34.558,0.794,40.379,0.737,0.86
4345.11,Fulton St & Waverly Ave,36047019900,40.683238654603414,-73.96599590778351,31.0,46172,126.499,131.0,104.923,21.575,0.841,365,126.5,130688.0,6.7,0.7063723448563098,12709.5,13.6,1.0,Clinton-Washington Avs,4.08,2,Mid-High,Low,High,2401.0,1696.0,Brooklyn,124.567,0.855,131.346,0.807,0.95
4348.07,Carroll St & Columbia St,36047005100,40.6830456,-74.00348559,39.0,23570,64.575,67.0,55.638,8.937,0.87,365,64.6,178913.0,5.0,0.3759920634920635,5609.3,774.1,0.0,Carroll St,1.66,1,High,Low,Low,1008.0,379.0,Brooklyn,67.326,0.885,57.673,0.831,1.17
4354.05,S Portland Ave & Hanson Pl,36047003500,40.68539567,-73.97431458,26.0,29942,87.806,87.0,73.856,13.95,0.858,341,87.8,123417.0,10.2,0.6829477292202228,8772.6,85.6,5.0,Lafayette Av,3.38,3,Mid-High,Moderate,Moderate,1167.0,797.0,Brooklyn,86.28,0.875,91.592,0.815,0.94
4354.07,Atlantic Ave & Fort Greene Pl,36047003500,40.68382604,-73.97632328,62.0,45495,124.644,126.0,100.556,24.088,0.823,365,124.6,123417.0,10.2,0.6829477292202228,8772.6,85.2,6.0,Atlantic Av-Barclays Ctr,2.01,3,Mid-High,Moderate,Moderate,1167.0,797.0,Brooklyn,123.391,0.837,127.788,0.789,0.97
4357.01,Moffat St & Bushwick,36047040300,40.68458,-73.90925,18.0,6123,16.775,16.0,12.29,4.485,0.749,365,16.8,103792.0,13.0,0.4539959704499664,7081.2,213.4,2.0,Chauncey St,0.93,1,Mid-High,Moderate,Low,1489.0,676.0,Brooklyn,16.257,0.778,18.077,0.677,0.9
4362.04,Pacific St & Nevins St,36047003900,40.6853761,-73.98302136,18.0,21781,59.674,60.0,51.175,8.499,0.864,365,59.7,187273.0,11.9,0.7666666666666667,8411.8,383.8,4.0,Hoyt-Schermerhorn Sts,3.32,1,High,Moderate,High,1320.0,1012.0,Brooklyn,60.084,0.877,58.644,0.834,1.02
4366.01,Halsey St & Broadway,36047037300,40.68565,-73.91564,20.0,6400,17.534,17.0,13.142,4.392,0.771,365,17.5,71786.0,20.5,0.7236580516898609,11779.2,111.4,1.0,Halsey St,0.88,4,Mid-Low,Elevated,High,2012.0,1456.0,Brooklyn,17.387,0.789,17.904,0.727,0.97
4366.1,Decatur St & Saratoga Ave,36047037300,40.68332,-73.91711,21.0,66,1.347,1.0,1.041,0.306,0.748,49,1.3,71786.0,20.5,0.7236580516898609,11779.2,342.3,1.0,Halsey St,0.06,4,Mid-Low,Elevated,High,2012.0,1456.0,Brooklyn,1.375,0.833,1.294,0.588,1.06
4366.10,Decatur St & Saratoga Ave,36047037300,40.68332,-73.91711,21.0,5490,16.1,16.0,11.789,4.311,0.759,341,16.1,71786.0,20.5,0.7236580516898609,11779.2,342.3,1.0,Halsey St,0.77,4,Mid-Low,Elevated,High,2012.0,1456.0,Brooklyn,15.371,0.771,17.958,0.729,0.86
4368.05,Monroe St & Bedford Ave,36047024300,40.6851443,-73.95380904,23.0,38012,104.142,104.0,89.033,15.11,0.863,365,104.1,122203.0,13.6,0.5972078593588418,12530.0,490.8,2.0,Franklin Av,4.53,1,Mid-High,Moderate,Moderate,1934.0,1155.0,Brooklyn,105.628,0.881,100.413,0.82,1.05
4371.01,Warren St & Smith St,36047006902,40.685424009970184,-73.99127773940563,33.0,27156,74.4,77.0,63.447,10.953,0.866,365,74.4,226136.0,3.6,0.7227602905569007,7893.4,87.5,1.0,Bergen St,2.25,3,High,Low,High,826.0,597.0,Brooklyn,73.544,0.885,76.548,0.819,0.96
4375.02,Jefferson Ave & Patchen Ave,36047038500,40.68609,-73.92628,19.0,8803,24.118,24.0,19.468,4.649,0.825,365,24.1,114375.0,12.9,0.5416931890515595,9005.8,518.9,0.0,Gates Av,1.27,2,Mid-High,Moderate,Low,1571.0,851.0,Brooklyn,23.927,0.845,24.596,0.774,0.97
4377.04,Cambridge Pl & Gates Ave,36047020100,40.68488,-73.96304,18.0,28154,77.134,77.0,66.063,11.071,0.871,365,77.1,150978.0,3.7,0.6280041797283177,10913.5,296.6,2.0,Clinton-Washington Avs,4.29,1,High,Low,Moderate,1914.0,1202.0,Brooklyn,75.391,0.883,81.51,0.84,0.92
4380.08,Henry St & Degraw St,36047006300,40.6847514,-73.99917254,23.0,26198,71.775,73.0,62.792,8.984,0.881,365,71.8,188519.0,3.4,0.4691075514874142,8472.9,604.7,0.0,Carroll St,3.12,1,High,Low,Low,874.0,410.0,Brooklyn,73.713,0.896,66.913,0.844,1.1
4383.06,Hancock St & Stuyvesant Ave,36047029500,40.68454,-73.9322,19.0,13449,36.847,36.0,29.847,7.0,0.83,365,36.8,94227.0,23.7,0.3223753976670201,11459.1,588.8,0.0,Utica Av,1.94,2,Mid-High,Elevated,Low,1886.0,608.0,Brooklyn,35.977,0.849,39.029,0.784,0.92
