station_id,station_name,latitude,longitude,capacity,GEOID,median_household_income,total_households,households_no_vehicle,poverty_rate,no_vehicle_share,households_per_sqkm,nearest_subway_name,nearest_subway_dist_m,subway_count_500m
78aabb95-6195-4aa7-ab0d-5748eeb26bd1,Wilson Ave & Moffat St,40.68906,-73.90506,32,36047040900,78220.0,1308,805,20.1,0.6154434250764526,7591.0,Wilson Av,91.6,1
66dc3e89-0aca-11e7-82f6-3863bb44ef7c,E 31 St & 3 Ave,40.74394314,-73.97966069,65,36061007200,136979.0,4078,3797,6.5,0.9310936733692988,23300.9,33 St,312.9,2
26b3a82b-3487-44c2-85f1-eddb5a8a3a9d,55 St & Northern Blvd,40.75326,-73.90585,23,36081025500,92260.0,494,204,6.8,0.4129554655870445,2263.5,Northern Blvd,43.7,1
66dc0dab-0aca-11e7-82f6-3863bb44ef7c,W 59 St & 10 Ave,40.770513,-73.988038,117,36061014700,202250.0,1372,1024,6.8,0.7463556851311953,20973.1,59 St-Columbus Circle,572.8,0
1814548067447122618,Calyer St & West St,40.72693,-73.95863,35,36047056100,151875.0,1761,1132,6.1,0.6428165814877911,5202.1,Greenpoint Av,604.9,0
b35ba3c0-d3e8-4b1a-b63b-73a7bb518c9e,Irving Ave & Palmetto St,40.698,-73.9127,20,36047043300,59551.0,1442,1103,29.9,0.7649098474341193,8570.8,Myrtle-Wyckoff Avs,161.2,2
37a37e5b-f975-4f92-a897-dca8e4670631,46 St & 28 Ave,40.763328,-73.908782,19,36081014500,88462.0,1062,486,9.7,0.4576271186440678,8313.6,46 St,869.2,0
640a9a95-194f-42f5-8d88-1df67129f388,E 171 St & 3 Ave,40.837119,-73.902185,24,36005014702,23825.0,1924,1510,36.3,0.7848232848232848,16542.6,170 St,974.3,0
1862002854876824190,Elmhurst Ave & Forley St,40.74615,-73.87763,21,36081027102,65786.0,973,664,21.1,0.6824254881808839,19883.1,90 St-Elmhurst Av,265.3,1
1794852638057746848,63 St & Borden Ave,40.72655,-73.90321,21,36081051100,92647.0,840,180,10.9,0.2142857142857142,3066.7,Middle Village-Metropolitan Av,2038.3,0
66dd4d70-0aca-11e7-82f6-3863bb44ef7c,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,41,36061016300,137829.0,3288,2364,5.5,0.718978102189781,12472.6,72 St,388.0,1
1869753057823626206,3 Ave & E Tremont Ave,40.84649,-73.89616,27,36005039500,21674.0,1821,1481,41.5,0.8132894014277869,4448.0,Tremont Av,878.4,0
66de19ab-0aca-11e7-82f6-3863bb44ef7c,3 St & Prospect Park West,40.668132,-73.97363831,31,36047017700,,0,0,,,0.0,7 Av,599.2,0
f523c481-ba41-44ba-96e1-0c431fbea558,34 St & 48 Ave,40.740821207823245,-73.93147185444832,25,36081019901,,114,59,42.7,0.5175438596491229,356.7,33 St-Rawson St,420.6,1
1960019951675478680,W 90 St & Amsterdam Ave,40.79018,-73.97289,34,36061017700,108429.0,4794,3397,13.2,0.7085940759282436,27463.7,86 St,328.1,2
66de6346-0aca-11e7-82f6-3863bb44ef7c,Hoyt St & Warren St,40.6843549,-73.98901629,35,36047007100,53786.0,1631,1238,20.5,0.7590435315757205,9735.6,Bergen St,252.7,1
a4d041fd-c5fa-4f52-800c-25d7a661a875,E 138 St & 5 Ave,40.81449,-73.936153,22,36061021000,43645.0,3322,2542,36.7,0.7652016857314871,16307.2,135 St,389.6,1
1814907590556515014,Cortelyou Rd & E 19 St,40.64269,-73.96099,23,36047051400,100000.0,2530,1520,14.5,0.6007905138339921,13971.6,Cortelyou Rd,313.6,2
ceb179f3-89c3-4c3e-8a0a-3415406a9463,Amsterdam Ave & W 180 St,40.847396,-73.931205,23,36061031100,,0,0,,,0.0,181 St,308.9,1
6fb81fda-f0b5-4242-90f9-88d0214feb8d,Sedgwick Ave & W Tremont Ave,40.85304455868985,-73.91830623149872,19,36005024700,48906.0,735,448,16.0,0.6095238095238096,4852.3,176 St,746.7,0
4e747443-d481-4aea-a6d1-cf20204af4ba,E 171 St & Webster Ave,40.838379,-73.905838,20,36005014702,23825.0,1924,1510,36.3,0.7848232848232848,16542.6,170 St,644.4,0
1840540852548303628,Butler St & 27 Ave,40.76521,-73.86483,18,36081037100,81607.0,607,93,11.6,0.1532125205930807,3237.8,111 St,1698.9,0
