start_station_id,start_station_name,start_lat,start_lng
3660.07,7 Ave & 17 St,40.6609377949317,-73.98680448532104
3665.06,Sterling St & Bedford Ave,40.66270590000001,-73.9569115
3668.04,21 St & 4 Ave,40.662584000000024,-73.99555399999998
3671.01,E New York Ave & Utica Ave,40.662686,-73.93175500000004
3680.04,E New York Ave & Troy Ave,40.66227000000001,-73.93762
3688.06,Brooklyn Ave & Lefferts Ave,40.66256399999999,-73.945565
3696.05,Rogers Ave & Sterling St,40.66306190000001,-73.95387459999998
3699.07,17 St & 5 Ave,40.66349299999994,-73.991007
3704.01,Washington Ave & Empire Blvd,40.66313999999997,-73.96056949999998
3704.04,Flatbush Ave & Ocean Ave,40.66365699999999,-73.96301399999994
3707.01,23 St & 3 Ave,40.66261099999998,-73.998623
3710.07,Lefferts Ave & Schenectady Ave,40.663430000000005,-73.93471999999996
3719.02,Lefferts Ave & Albany Ave,40.66287999999999,-73.94018999999997
3722.04,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114
3728.04,Empire Blvd & New York Ave,40.66402999999997,-73.94769000000002
3728.05,New York Ave & Montgomery St,40.665090000000035,-73.94824000000004
3731.11,14 St & 7 Ave,40.663779,-73.98396845999997
3736.03,Bedford Ave & Montgomery St,40.665816,-73.95693400000003
3739.06,4 Ave & 17 St,40.665507000000005,-73.99303700000003
3742.11,Carroll St & Rochester Ave,40.665979999999976,-73.9284
3751.05,Crown St & Troy Ave,40.66559000000001,-73.93712000000002
3759.07,Kingston Ave & Montgomery St,40.66480999999998,-73.94269000000003
3762.08,10 St & 7 Ave,40.6662078,-73.98199886
3768.02,Crown St & Rogers Ave,40.66639000000001,-73.95346000000004
3771.06,14 St & 5 Ave,40.666286999999926,-73.98895053000003
3776.05,Montgomery St & Franklin Ave,40.6664393068708,-73.9605563879013
3776.1,McKeever Pl & Sullivan Pl,40.66432331577469,-73.95921791486468
3776.10,McKeever Pl & Sullivan Pl,40.66432331577468,-73.95921791486467
3779.02,3 Ave & 17 St,40.66616799999998,-73.99554899999994
3782.03,Carroll St & Utica Ave,40.66619000000001,-73.93162000000005
3791.02,Albany Ave & Carroll St,40.666700000000006,-73.93971999999997
3803.05,6 Ave & 12 St,40.6663181,-73.98546170000006
3803.09,6 Ave & 9 St,40.66812699999999,-73.98377641000002
3811.05,16 St & 4 Ave,40.666197,-73.99246600000001
3814.01,Buffalo Ave & E New York Ave,40.66590999999998,-73.92602
3822.08,Schenectady Ave & President St,40.66732,-73.93398
3831.03,Kingston Ave & Carroll St,40.66688,-73.9425
3834.1,6 St & 7 Ave,40.6686627,-73.97988067
3834.10,6 St & 7 Ave,40.668662700000006,-73.97988066999999
3839.02,President St & Nostrand Ave,40.66811,-73.95050000000003
3842.08,10 St & 5 Ave,40.66862729999998,-73.98700052999999
3845.05,Eastern Pkwy & Ralph Ave,40.668520000000015,-73.92283999999995
3847.04,Carroll St & Franklin Ave,40.667941099999986,-73.95880000000001
3850.03,3 Ave & 14 St,40.668545500000015,-73.99333264000003
3853.02,Eastern Pkwy & Rochester Ave,40.66846,-73.92819999999998
3856.03,Flatbush Ave & Eastern Pkwy,40.668757,-73.966438
3862.07,Eastern Pkwy & Troy Ave,40.66929000000001,-73.93679000000004
3865.05,3 St & Prospect Park West,40.66813200000003,-73.97363831000001
3871.02,Eastern Pkwy & Brooklyn Ave,40.66939000000001,-73.94514000000001
3874.01,5 St & 6 Ave,40.670483600000026,-73.98208968000006
3877.04,Pitkin Ave & Grafton St,40.66851999999999,-73.91908000000002
3879.04,Union St & Bedford Ave,40.6691783,-73.95541619999999
3882.01,12 St & 4 Ave,40.668603000000026,-73.99043939999999
3885.06,Buffalo Ave & St John's Pl,40.670149999999985,-73.9253800000001
3887.03,Carroll St & Washington Ave,40.668674399999986,-73.96181479999998
3893.03,Eastern Pkwy & Schenectady Ave,40.66876,-73.93375999999999
3902.06,Eastern Pkwy & Kingston Ave,40.66959000000001,-73.94237
3905.15,3 St & 7 Ave,40.67038370000001,-73.97839675999995
3911.05,Eastern Pkwy & Nostrand Ave,40.66967,-73.95030000000001
3914.02,7 St & 5 Ave,40.6704922,-73.98541675
3917.03,St Johns Pl & Howard Ave,40.66992000000007,-73.92002000000004
3919.07,Eastern Pkwy & Franklin Ave (NE Corner),40.670776699999976,-73.95768010000002
3919.12,Eastern Pkwy & Franklin Ave (SW Corner),40.67052900000002,-73.95822199999999
3922.02,10 St & 2 Ave,40.67190699999999,-73.99361199999996
3925.03,Sterling Pl & Rochester Ave,40.67127999999999,-73.92824999999999
